Gene	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value	Rattus norvegicus FC	Rattus norvegicus P-value	Rattus norvegicus Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value
ENSG00000110422	0.04197439	0.784167728	1	-0.27348486	0.174359243	0.431784823	-0.272201884	0.100663335	0.559938199	-0.29087872	0.156139776	0.665684587
ENSG00000184916	1.49125374	0.124155678	0.420366929	-0.290671022	0.482631429	0.841523213	-0.343922656	0.850518239	1	1.114264037	0.282581634	0.892157604
ENSG00000121542	-0.312943295	0.021646629	0.131707413	-0.162227906	0.410391496	0.761038375	0.143378906	0.47831911	1	0.262014877	0.289322476	0.901328502
ENSG00000206527	-0.366486292	0.003321298	0.032932161	-0.759333284	5.86E-07	1.45E-05	-0.153623737	0.458563314	1	0.008428436	0.972491142	1
ENSG00000185024	-0.048750733	0.726154211	1	0.135894036	0.443368883	0.799245853	-0.095237325	0.58864658	1	0.197086079	0.335646217	0.974057185
ENSG00000065534	-0.01274972	0.955639766	1	-0.469078274	0.057723186	0.196440297	0.319092458	0.434641514	1	0.490467786	0.194248607	0.748913526
ENSG00000126804	0.125832477	0.324057507	0.730492917	0.246250387	0.169957356	0.424342602	-0.440118584	0.023787767	0.228218454	-0.259455155	0.156590917	0.665684587
ENSG00000179841	1.170309963	0.009301883	0.071897097	1.740297655	6.68E-05	0.000874995	1.934873372	1	1	1.087485497	0.222692271	0.81041176
ENSG00000146857	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000105875	0.221891688	0.172441438	0.514304539	-0.010751127	0.957005033	1	-0.141729644	0.482988848	1	-0.202971315	0.397221855	1
ENSG00000146856	0.741667457	0.111732958	0.39248416	-0.098233261	0.868260944	1	1.031885755	0.028326283	0.257903295	0.281360078	0.52829106	1
ENSG00000173578	0	1	1	0.770683749	0.179328471	0.441153356	0	1	1	0.946518621	0.498087607	1
ENSG00000111348	-0.037541114	0.93817109	1	-0.486061651	0.633971507	0.974146303	-0.357199204	0.088766682	0.521224028	0.029492205	0.838369654	1
ENSG00000139055	2.288949679	0.274591871	0.665765326	0	1	1	0	1	1	1.086265848	0.009102483	0.098735893
ENSG00000111341	0.144639576	1	1	-0.15276921	0.903813775	1	0.135943536	0.591962018	1	-0.012606306	0.98886283	1
ENSG00000111339	2.496056842	0.003253549	0.032358116	1.428549651	1	1	0	1	1	0	1	1
ENSG00000033178	-0.252337059	0.125196319	0.42212726	-0.511002198	0.015848866	0.074340453	-0.331825968	0.037343149	0.309376237	-0.475193938	0.039949721	0.288018622
ENSG00000114491	-0.1823637	0.223617251	0.602840882	0.111119098	0.468807383	0.826561121	-0.110360903	0.506095274	1	-0.242118972	0.395870759	1
ENSG00000213782	-0.148773948	0.199401817	0.561614513	0.006348402	0.965334081	1	0.113428194	0.604685132	1	0.144717677	0.39976513	1
ENSG00000013583	-0.398928368	0.005251098	0.046787178	-0.502748383	0.001933116	0.014237345	-0.58322225	0.012506572	0.145388898	-0.332614069	0.188216118	0.735865487
ENSG00000084444	-0.35889248	0.030682255	0.166575306	-0.46293593	0.033008724	0.12984798	-0.192705893	0.293661902	0.950389584	-0.493798366	0.033098057	0.25323768
ENSG00000140009	1.6547389	0.044689014	0.215324764	-3.126696143	0.133031298	0.358808596	-0.758691132	0.723955252	1	-2.077197258	0.133029774	0.612396688
ENSG00000134531	-0.549387043	1.04E-05	0.000270622	-0.865985672	1.89E-05	0.000301899	-0.657705508	0.002832672	0.047554009	-0.572929192	0.003300678	0.044504991
ENSG00000173702	0.050840502	0.956788894	1	2.048898999	0.52123086	0.862732457	0.299515088	1	1	1.840774493	1	1
ENSG00000173585	0	1	1	0	1	1	0	1	1	3.535015732	0.156943336	0.665684587
ENSG00000273079	0	1	1	0	1	1	-1.896063948	0.096186802	0.544601701	1.79828947	1	1
ENSG00000173706	0.051512373	0.766966648	1	-0.176554394	0.343505349	0.674872258	-0.749931302	0.000392574	0.009335909	-0.70522389	0.003504943	0.046709687
ENSG00000171681	-0.142030652	0.261531498	0.657147505	-0.167661534	0.427760864	0.780292563	-0.101582694	0.564433575	1	-0.494382952	0.003274555	0.044262396
ENSG00000167280	0.589285149	0.000320355	0.005162318	0.003570881	0.989655005	1	-0.103996012	0.635566307	1	-0.099700227	0.799802694	1
ENSG00000171302	-0.101683925	0.478052036	0.902768256	-0.227751168	0.27658422	0.593227453	-0.176944822	0.296568839	0.955975219	-0.222036339	0.192380541	0.744628273
ENSG00000196159	-0.425681783	0.004471234	0.041270545	-0.24111239	0.474916907	0.833122511	0.503823005	0.080315845	0.491447281	1.253733615	0.000202896	0.004256523
ENSG00000140006	-0.211173856	0.178651149	0.524401807	0.160464335	0.325934749	0.652355641	-0.020250174	0.92350957	1	-0.612256454	0.01724154	0.159766713
ENSG00000151458	-0.279992921	0.051284637	0.237241117	0.444507508	0.163719317	0.412829117	-0.305166902	0.109461121	0.584503323	-0.193608397	0.375338797	1
